"","municipality","code","DP","state","year","eb_ntp","eb_nmr","eb_ndvr","eb_npir","eb_nubr","nimr","Litr","nmpr","nmrpr"
"1701","Santiago de Tolú",70820,70,"Sucre",2004,9999.462368169,9997.09616679315,NA,NA,92.2768510063598,NA,NA,NA,NA
"1702","Jesús María",68368,68,"Santander",2004,9995.05396577991,9997.90990230029,NA,NA,93.4750307700545,NA,NA,NA,NA
"1703","La Unión",70400,70,"Sucre",2004,9999.5178186028,9997.79604573134,NA,NA,92.5810101689705,NA,NA,NA,NA
"1704","Cepitá",68160,68,"Santander",2004,9996.14129737682,9996.50651310396,NA,NA,93.4966343716442,NA,NA,NA,NA
"1705","Tununguá",15832,15,"Boyacá",2004,9998.53627858757,9998.51313289222,NA,NA,91.5902207067563,NA,NA,NA,NA
"1706","San Jerónimo",5656,5,"Antioquia",2004,9993.98787128939,9990.95015929176,NA,NA,90.8994624895571,NA,NA,NA,NA
"1707","San Pablo",13670,13,"Bolívar",2004,9999.53985163818,9998.46060758898,NA,NA,93.3130383756925,NA,NA,NA,NA
"1708","Machetá",25426,25,"Cundinamarca",2004,9996.87800179484,9997.88695392377,NA,NA,92.6556965637622,NA,NA,NA,NA
"1709","Chimá",23168,23,"Córdoba",2004,9999.50707988792,9998.18803570687,NA,NA,93.9325567695594,NA,NA,NA,NA
"1710","Inzá",19355,19,"Cauca",2004,9999.11089566751,9998.99991472406,NA,NA,93.6603853308455,NA,NA,NA,NA
"1711","La Cruz",52378,52,"Nariño",2004,9999.70534128399,9996.9629161401,NA,NA,92.2427768543766,NA,NA,NA,NA
"1712","Soatá",15753,15,"Boyacá",2004,9999.47232683656,9999.5211418816,NA,NA,90.8218117309951,NA,NA,NA,NA
"1713","Jericó",5368,5,"Antioquia",2004,9996.41393952642,9995.30150629812,NA,NA,90.7567348157156,NA,NA,NA,NA
"1714","Cajibío",19130,19,"Cauca",2004,9998.74609126994,9997.73187610072,NA,NA,94.3964526893882,NA,NA,NA,NA
"1715","Nuevo Colón",15494,15,"Boyacá",2004,9999.25663331552,9999.30840818041,NA,NA,92.4382374416694,NA,NA,NA,NA
"1716","Cácota",54125,54,"Norte de Santander",2004,9997.2291489479,9990.36610163322,NA,NA,94.5033285750255,NA,NA,NA,NA
"1717","Chivatá",15187,15,"Boyacá",2004,9999.15403086548,9999.20340620172,NA,NA,90.917470963353,NA,NA,NA,NA
"1718","Puerto Alegría",91530,91,"Amazonas",2004,9995.50945584946,9998.80287907582,NA,NA,94.7927743501339,NA,NA,NA,NA
"1719","Concepción",5206,5,"Antioquia",2004,9993.85341293945,9995.4339461648,NA,NA,92.2386712801714,NA,NA,NA,NA
"1720","Puerto Colombia",94884,94,"Guainía",2004,9998.26659733056,9999.42219911019,NA,NA,93.5010482180294,NA,NA,NA,NA
"1721","Cicuco",13188,13,"Bolívar",2004,9999.00787479761,9997.44057869228,NA,NA,93.7155635442516,NA,NA,NA,NA
"1722","Chaguaní",25168,25,"Cundinamarca",2004,9997.1038085364,9998.17923681244,NA,NA,91.6309633626297,NA,NA,NA,NA
"1723","Concepción",68207,68,"Santander",2004,9998.45111427347,9987.708592225,NA,NA,93.3690856439902,NA,NA,NA,NA
"1724","Villagarzón",86885,86,"Putumayo",2004,9993.00186455397,9990.07343341445,NA,NA,95.65316854011,NA,NA,NA,NA
"1725","Turbaná",13838,13,"Bolívar",2004,9998.52092833654,9997.32881935489,NA,NA,94.0631315100081,NA,NA,NA,NA
"1726","Cerinza",15162,15,"Boyacá",2004,9999.0894031359,9999.13594953886,NA,NA,92.1233686883339,NA,NA,NA,NA
"1727","Yaguará",41885,41,"Huila",2004,9985.71768086502,9997.55929039857,NA,NA,95.4327621852249,NA,NA,NA,NA
"1728","Pinillos",13549,13,"Bolívar",2004,9998.66544874604,9998.10218076372,NA,NA,92.8619755745952,NA,NA,NA,NA
"1729","Los Córdobas",23419,23,"Córdoba",2004,9999.59104949361,9998.39683966119,NA,NA,90.5929680943361,NA,NA,NA,NA
"1730","Guapotá",68322,68,"Santander",2004,9996.4589432299,9997.64525282075,NA,NA,93.2964274664076,NA,NA,NA,NA
"1731","Páez",19517,19,"Cauca",2004,9999.85167819912,9999.12877814492,NA,NA,95.3078955109238,NA,NA,NA,NA
"1732","Viracachá",15879,15,"Boyacá",2004,9998.96766073638,9997.26955267551,NA,NA,92.5902266618388,NA,NA,NA,NA
"1733","Turmequé",15835,15,"Boyacá",2004,9998.44966618317,9997.43906243702,NA,NA,93.1614220625366,NA,NA,NA,NA
"1734","Cáceres",5120,5,"Antioquia",2004,9998.16657397334,9998.78518839275,NA,NA,93.7085335844367,NA,NA,NA,NA
"1735","El Peñol",52254,52,"Nariño",2004,9999.37054264057,9996.03684622656,NA,NA,94.0285537524234,NA,NA,NA,NA
"1736","Canalete",23090,23,"Córdoba",2004,9999.13226728169,9998.76004642227,NA,NA,92.8864777423644,NA,NA,NA,NA
"1737","La Unión",5400,5,"Antioquia",2004,9998.19883542647,9996.79460511042,NA,NA,89.6930796359915,NA,NA,NA,NA
"1738","Florián",68271,68,"Santander",2004,9998.54026794247,9995.41707681531,NA,NA,93.6460528944685,NA,NA,NA,NA
"1739","San Juan de Urabá",5659,5,"Antioquia",2004,9998.84439958208,9998.81380925838,NA,NA,92.2639832459736,NA,NA,NA,NA
"1740","Sahagún",23660,23,"Córdoba",2004,9999.25370940974,9998.54572639421,NA,NA,93.2113888807338,NA,NA,NA,NA
"1741","Candelaria",8141,8,"Atlántico",2004,9996.59081837733,9996.73336442644,NA,NA,92.9999565657153,NA,NA,NA,NA
"1742","Saboyá",15632,15,"Boyacá",2004,9998.95376164358,9996.34135636371,NA,NA,90.7667629272346,NA,NA,NA,NA
"1743","Aldana",52022,52,"Nariño",2004,9999.36966061167,9997.71482429926,NA,NA,92.1118086262351,NA,NA,NA,NA
"1744","Gachancipá",25295,25,"Cundinamarca",2004,9992.97077326069,9998.74338495418,NA,NA,88.5131573307244,NA,NA,NA,NA
"1745","Ciudad Bolívar",5101,5,"Antioquia",2004,9996.90732596398,9995.07622248275,NA,NA,92.5970823974334,NA,NA,NA,NA
"1746","San José",17665,17,"Caldas",2004,9999.03534377975,9992.76883047293,NA,NA,93.7950016045795,NA,NA,NA,NA
"1747","Sapuyes",52720,52,"Nariño",2004,9999.41176180864,9997.77682932848,NA,NA,92.3888207801449,NA,NA,NA,NA
"1748","Zetaquira",15897,15,"Boyacá",2004,9999.18486492161,9991.21901709254,NA,NA,92.5905943985627,NA,NA,NA,NA
"1749","Santa Sofía",15696,15,"Boyacá",2004,9998.91259746634,9998.945983052,NA,NA,92.0041704825857,NA,NA,NA,NA
"1750","Chalán",70230,70,"Sucre",2004,9998.99654343702,9989.31077421453,NA,NA,92.3459412597618,NA,NA,NA,NA
"1751","San Agustín",41668,41,"Huila",2004,9996.88302053586,9995.89759902032,NA,NA,94.8947825706935,NA,NA,NA,NA
"1752","Olaya Herrera",52490,52,"Nariño",2004,9999.79986187615,9996.47071832578,NA,NA,94.1560617832168,NA,NA,NA,NA
"1753","Itagüí",5360,5,"Antioquia",2004,9996.25425615974,9994.51598946433,NA,NA,91.375854669571,NA,NA,NA,NA
"1754","Paz de Río",15537,15,"Boyacá",2004,9999.19429364671,9999.24491279521,NA,NA,91.8075693681084,NA,NA,NA,NA
"1755","Villa de Leyva",15407,15,"Boyacá",2004,9999.54213203385,9997.42729225214,NA,NA,89.1794246053477,NA,NA,NA,NA
"1756","Puerto Gaitán",50568,50,"Meta",2004,9999.25900879318,9995.63048715723,NA,NA,95.2116618314155,NA,NA,NA,NA
"1757","Pauna",15531,15,"Boyacá",2004,9999.49473448838,9995.54770423239,NA,NA,93.448163955357,NA,NA,NA,NA
"1758","San Pedro de Cartago",52694,52,"Nariño",2004,9999.37391217793,9997.72085542602,NA,NA,93.1662625481753,NA,NA,NA,NA
"1759","Girón",68307,68,"Santander",2004,9991.69344766095,9997.6100539923,NA,NA,93.065888666411,NA,NA,NA,NA
"1760","El Piñón",47258,47,"Magdalena",2004,9999.52976035881,9998.94810099481,NA,NA,93.6148170258436,NA,NA,NA,NA
"1761","Oicatá",15500,15,"Boyacá",2004,9998.84478065518,9998.87093124572,NA,NA,92.0174370469952,NA,NA,NA,NA
"1762","Baranoa",8078,8,"Atlántico",2004,9996.45496457496,9996.88812114531,NA,NA,92.9707817018823,NA,NA,NA,NA
"1763","Juradó",27372,27,"Chocó",2004,9998.8899574034,9998.82945690757,NA,NA,92.5795247134658,NA,NA,NA,NA
"1764","Nátaga",41483,41,"Huila",2004,9997.86927168838,9995.29783893451,NA,NA,95.5623131933351,NA,NA,NA,NA
"1765","Chíquiza",15232,15,"Boyacá",2004,9999.26585559753,9999.31772301139,NA,NA,90.0627147187676,NA,NA,NA,NA
"1766","Tubará",8832,8,"Atlántico",2004,9994.83855574261,9996.40273435798,NA,NA,93.1618651241502,NA,NA,NA,NA
"1767","Chocontá",25183,25,"Cundinamarca",2004,9993.90134546233,9998.0773294702,NA,NA,90.6805305480583,NA,NA,NA,NA
"1768","Herrán",54347,54,"Norte de Santander",2004,9998.02068442208,9994.75634987218,NA,NA,94.2413043686464,NA,NA,NA,NA
"1769","Inírida",94001,94,"Guainía",2004,9998.26659733056,9999.42219911019,NA,NA,93.5010482180294,NA,NA,NA,NA
"1770","Tenza",15798,15,"Boyacá",2004,9997.82706339408,9999.17765732847,NA,NA,93.5064222557337,NA,NA,NA,NA
"1771","Valencia",23855,23,"Córdoba",2004,9999.76237627683,9998.76680451187,NA,NA,92.8062295544425,NA,NA,NA,NA
"1772","Arroyohondo",13062,13,"Bolívar",2004,9998.79600084898,9998.21927268481,NA,NA,93.0579382033091,NA,NA,NA,NA
"1773","Atrato",27050,27,"Chocó",2004,9986.05069718396,9989.07744888485,NA,NA,92.9879517999311,NA,NA,NA,NA
"1774","Cértegui",27160,27,"Chocó",2004,9999.46735336412,9998.55772077638,NA,NA,89.7650360266866,NA,NA,NA,NA
"1775","Tibaná",15804,15,"Boyacá",2004,9999.47349017182,9999.52226091134,NA,NA,91.0695375465739,NA,NA,NA,NA
"1776","Medio Baudó",27430,27,"Chocó",2004,9999.55193525419,9999.48841463354,NA,NA,91.2474752534514,NA,NA,NA,NA
"1777","Barranca de Upía",50110,50,"Meta",2004,9997.32543111214,9990.48642404461,NA,NA,95.1271277293638,NA,NA,NA,NA
"1778","Tocancipá",25817,25,"Cundinamarca",2004,9992.58090903391,9997.73020020467,NA,NA,89.3410006190764,NA,NA,NA,NA
"1779","Soplaviento",13760,13,"Bolívar",2004,9998.74807206607,9997.86522037386,NA,NA,92.973619128619,NA,NA,NA,NA
"1780","Sandoná",52683,52,"Nariño",2004,9999.42271308558,9997.98953556552,NA,NA,93.3821993096007,NA,NA,NA,NA
"1781","Chinavita",15172,15,"Boyacá",2004,9999.00602384485,9995.71893739094,NA,NA,92.3023620853885,NA,NA,NA,NA
"1782","Ancuyá",52036,52,"Nariño",2004,9997.78990959307,9996.4002856787,NA,NA,92.3123395751395,NA,NA,NA,NA
"1783","Puerres",52573,52,"Nariño",2004,9997.73033168685,9997.51512168578,NA,NA,92.7569102926706,NA,NA,NA,NA
"1784","San Pablo de Borbur",15681,15,"Boyacá",2004,9999.52052956664,9987.47155403789,NA,NA,92.322154609397,NA,NA,NA,NA
"1785","Nobsa",15491,15,"Boyacá",2004,9999.62793567895,9997.92949253047,NA,NA,91.6097275755952,NA,NA,NA,NA
"1786","Cúcuta",54001,54,"Norte de Santander",2004,9987.87527166251,9992.99702790718,NA,NA,94.6888437394141,NA,NA,NA,NA
"1787","Papunaua",97777,97,"Vaupés",2004,9998.56284555624,9999.48436331761,NA,NA,95.5249569707401,NA,NA,NA,NA
"1788","Rondón",15621,15,"Boyacá",2004,9998.88448009395,9998.91501682745,NA,NA,92.2742708788078,NA,NA,NA,NA
"1789","María la Baja",13442,13,"Bolívar",2004,9999.3006342554,9997.55231826694,NA,NA,93.8285594635605,NA,NA,NA,NA
"1790","Santiago",54680,54,"Norte de Santander",2004,9997.23379690859,9985.99692914364,NA,NA,94.6130883112636,NA,NA,NA,NA
"1791","Santiago",86760,86,"Putumayo",2004,9999.74592401425,9995.10456302658,NA,NA,95.2183509832958,NA,NA,NA,NA
"1792","La Tola",52390,52,"Nariño",2004,9999.43912457898,9997.01863987969,NA,NA,91.7948825623979,NA,NA,NA,NA
"1793","Pajarito",15518,15,"Boyacá",2004,9998.78672018285,9986.2869849564,NA,NA,92.0600027627686,NA,NA,NA,NA
"1794","Mistrató",66456,66,"Risaralda",2004,9995.60640824382,9985.96813168464,NA,NA,93.503033726879,NA,NA,NA,NA
"1795","Santuario",66687,66,"Risaralda",2004,9998.07579048191,9993.35481908601,NA,NA,93.3528174793379,NA,NA,NA,NA
"1796","Saravena",81736,81,"Arauca",2004,9999.66133020269,9986.06322898685,NA,NA,96.0423570719225,NA,NA,NA,NA
"1797","Sardinata",54720,54,"Norte de Santander",2004,9999.46907793602,9992.53812013768,NA,NA,94.1616979689834,NA,NA,NA,NA
"1798","Sasaima",25718,25,"Cundinamarca",2004,9998.5467977357,9996.74658310758,NA,NA,92.0453215828689,NA,NA,NA,NA
"1799","Segovia",5736,5,"Antioquia",2004,9996.61939902472,9994.0499466849,NA,NA,92.2799699314694,NA,NA,NA,NA
"1800","Sevilla",76736,76,"Valle del Cauca",2004,9986.94352511418,9989.83415810778,NA,NA,92.1793320877336,NA,NA,NA,NA
"1801","Sibundoy",86749,86,"Putumayo",2004,9999.11543517165,9995.58232558319,NA,NA,93.6966010567284,NA,NA,NA,NA
"1802","Silos",54743,54,"Norte de Santander",2004,9998.23279711488,9995.33449016497,NA,NA,94.4465583406762,NA,NA,NA,NA
"1803","Silvania",25743,25,"Cundinamarca",2004,9995.79907804193,9993.44005028071,NA,NA,93.8749957464676,NA,NA,NA,NA
"1804","Silvia",19743,19,"Cauca",2004,9999.53816758094,9998.31461100169,NA,NA,91.9226585823625,NA,NA,NA,NA
"1805","Simacota",68745,68,"Santander",2004,9998.93970032202,9998.62166716471,NA,NA,93.3532952988,NA,NA,NA,NA
"1806","Simijaca",25745,25,"Cundinamarca",2004,9991.56794138434,9997.80528703558,NA,NA,90.1443230833816,NA,NA,NA,NA
"1807","Sincelejo",70001,70,"Sucre",2004,9988.37901023628,9997.55538011679,NA,NA,91.6465743957942,NA,NA,NA,NA
"1808","Sitionuevo",47745,47,"Magdalena",2004,9999.60737259317,9999.25685342427,NA,NA,92.0155531900964,NA,NA,NA,NA
"1809","Soacha",25754,25,"Cundinamarca",2004,9989.95364351655,9996.96853623798,NA,NA,88.8476555092621,NA,NA,NA,NA
"1810","Socorro",68755,68,"Santander",2004,9988.13463314095,9998.55049145408,NA,NA,93.4761067488625,NA,NA,NA,NA
"1811","Sotara",19760,19,"Cauca",2004,9999.12213320097,9997.16132037072,NA,NA,91.0390946726915,NA,NA,NA,NA
"1812","Suaita",68770,68,"Santander",2004,9998.26803087269,9997.135514818,NA,NA,93.8765469946676,NA,NA,NA,NA
"1813","Suaza",41770,41,"Huila",2004,9997.02789195144,9997.82546161259,NA,NA,95.4352380016602,NA,NA,NA,NA
"1814","Subachoque",25769,25,"Cundinamarca",2004,9990.66461263539,9997.55825192695,NA,NA,90.1290970666883,NA,NA,NA,NA
"1815","Sucre",19785,19,"Cauca",2004,9997.59406260302,9989.59999604886,NA,NA,93.110488125892,NA,NA,NA,NA
"1816","Carcasí",68152,68,"Santander",2004,9998.24197979043,9997.39388836836,NA,NA,93.1663856186156,NA,NA,NA,NA
"1817","Sucre",68773,68,"Santander",2004,9998.98001173718,9996.84863070742,NA,NA,93.7054455932498,NA,NA,NA,NA
"1818","Sucre",70771,70,"Sucre",2004,9999.34881342379,9998.45711544911,NA,NA,93.1596887253617,NA,NA,NA,NA
"1819","Suesca",25772,25,"Cundinamarca",2004,9993.23328026352,9997.26043961384,NA,NA,87.2816949251793,NA,NA,NA,NA
"1820","Susa",25779,25,"Cundinamarca",2004,9997.61210217098,9998.68543504731,NA,NA,90.5524355534073,NA,NA,NA,NA
"1821","Sutatausa",25781,25,"Cundinamarca",2004,9997.33029116586,9998.24282553932,NA,NA,90.7988758610681,NA,NA,NA,NA
"1822","Tabio",25785,25,"Cundinamarca",2004,9997.39385919656,9997.16043424809,NA,NA,90.4528638074619,NA,NA,NA,NA
"1823","Santo Tomás",8685,8,"Atlántico",2004,9995.83639801152,9996.83420909618,NA,NA,93.0566331670018,NA,NA,NA,NA
"1824","Tamalameque",20787,20,"Cesar",2004,9999.22959114501,9997.12683050563,NA,NA,94.7856513907905,NA,NA,NA,NA
"1825","Tame",81794,81,"Arauca",2004,9999.15998821684,9958.43081379422,NA,NA,95.4604098204183,NA,NA,NA,NA
"1826","Tarqui",41791,41,"Huila",2004,9995.53752504015,9997.05264175927,NA,NA,95.5157395983927,NA,NA,NA,NA
"1827","Tarso",5792,5,"Antioquia",2004,9981.57547658957,9994.64572888547,NA,NA,92.2684433484441,NA,NA,NA,NA
"1828","Tauramena",85410,85,"Casanare",2004,9999.30608328908,9987.68367042385,NA,NA,95.1901904132559,NA,NA,NA,NA
"1829","Tausa",25793,25,"Cundinamarca",2004,9993.95825896219,9998.53533675298,NA,NA,90.6002897181292,NA,NA,NA,NA
"1830","Tello",41799,41,"Huila",2004,9995.54399498257,9997.23712627961,NA,NA,95.2148963028038,NA,NA,NA,NA
"1831","Tena",25797,25,"Cundinamarca",2004,9989.55748416642,9998.51977411275,NA,NA,92.4153533079306,NA,NA,NA,NA
"1832","Tenerife",47798,47,"Magdalena",2004,9999.47933289971,9996.97077244493,NA,NA,93.8878896692792,NA,NA,NA,NA
"1833","Tenjo",25799,25,"Cundinamarca",2004,9991.71767393318,9997.67869362266,NA,NA,89.2764997993413,NA,NA,NA,NA
"1834","Teorama",54800,54,"Norte de Santander",2004,9999.31365024838,9998.21940823107,NA,NA,94.9609276991486,NA,NA,NA,NA
"1835","Teruel",41801,41,"Huila",2004,9981.90629272246,9997.6281661401,NA,NA,95.6635930384386,NA,NA,NA,NA
"1836","Tesalia",41797,41,"Huila",2004,9994.42347308994,9997.73825650803,NA,NA,95.1724778243942,NA,NA,NA,NA
"1837","Tibacuy",25805,25,"Cundinamarca",2004,9997.41773049753,9997.60096488996,NA,NA,89.4296924102175,NA,NA,NA,NA
"1838","Tibirita",25807,25,"Cundinamarca",2004,9992.43471315599,9998.02626081475,NA,NA,91.1863814053631,NA,NA,NA,NA
"1839","Tocaima",25815,25,"Cundinamarca",2004,9971.2066743146,9997.57483439021,NA,NA,92.7421997380695,NA,NA,NA,NA
"1840","Toledo",5819,5,"Antioquia",2004,9998.03268312786,9991.77348141019,NA,NA,91.7983722243992,NA,NA,NA,NA
"1841","Toledo",54820,54,"Norte de Santander",2004,9999.31921099215,9997.71231318902,NA,NA,93.3454938572965,NA,NA,NA,NA
"1842","Monguí",15466,15,"Boyacá",2004,9999.16303118832,9997.83736057314,NA,NA,91.9795640537956,NA,NA,NA,NA
"1843","Tona",68820,68,"Santander",2004,9976.53143020581,9996.94629829419,NA,NA,92.8294509777632,NA,NA,NA,NA
"1844","Toro",76823,76,"Valle del Cauca",2004,9998.55501142481,9992.1597829379,NA,NA,92.1516311196633,NA,NA,NA,NA
"1845","Trinidad",85430,85,"Casanare",2004,9997.13343861425,9992.65586839993,NA,NA,94.9409772983924,NA,NA,NA,NA
"1846","Trujillo",76828,76,"Valle del Cauca",2004,9996.04984863763,9986.14328115503,NA,NA,92.220976766646,NA,NA,NA,NA
"1847","Turbo",5837,5,"Antioquia",2004,9999.85832723324,9996.65733317592,NA,NA,92.3950782863755,NA,NA,NA,NA
"1848","Ubaque",25841,25,"Cundinamarca",2004,9998.02399757071,9998.48098570673,NA,NA,90.1599466968168,NA,NA,NA,NA
"1849","Ulloa",76845,76,"Valle del Cauca",2004,9995.92163840388,9990.68934759847,NA,NA,92.1038591354082,NA,NA,NA,NA
"1850","Une",25845,25,"Cundinamarca",2004,9996.17591679693,9998.55951952948,NA,NA,89.2705963673984,NA,NA,NA,NA
"1851","Angelópolis",5036,5,"Antioquia",2004,9995.52916824154,9997.46313702945,NA,NA,91.2631013615472,NA,NA,NA,NA
"1852","Santacruz",52699,52,"Nariño",2004,9999.73744847515,9997.70662245664,NA,NA,92.4766395135056,NA,NA,NA,NA
"1853","Belén",52083,52,"Nariño",2004,9999.33782749593,9997.67119747968,NA,NA,91.4046953417552,NA,NA,NA,NA
"1854","Génova",63302,63,"Quindio",2004,9997.10640602068,9993.34557472453,NA,NA,93.3869159029645,NA,NA,NA,NA
"1855","Nariño",5483,5,"Antioquia",2004,9999.0681562952,9987.11333038431,NA,NA,91.5856454095295,NA,NA,NA,NA
"1856","Juan de Acosta",8372,8,"Atlántico",2004,9997.66197437161,9997.10674622048,NA,NA,92.5533497235635,NA,NA,NA,NA
"1857","San Pelayo",23686,23,"Córdoba",2004,9999.56409328284,9997.75994951789,NA,NA,90.8904738313784,NA,NA,NA,NA
"1858","Valparaíso",18860,18,"Caquetá",2004,9999.35578952668,9988.82412504518,NA,NA,94.1240879735072,NA,NA,NA,NA
"1859","Lejanías",50400,50,"Meta",2004,9998.79219073962,9971.96920759832,NA,NA,95.0342798763895,NA,NA,NA,NA
"1860","Puerto Rondón",81591,81,"Arauca",2004,9999.27259212014,9951.77091635163,NA,NA,95.681521359983,NA,NA,NA,NA
"1861","Medellín",5001,5,"Antioquia",2004,9989.45755454713,9995.09110881674,NA,NA,89.6890076306685,NA,NA,NA,NA
"1862","Viotá",25878,25,"Cundinamarca",2004,9995.03624618527,9995.96844029086,NA,NA,91.9811589468278,NA,NA,NA,NA
"1863","La Unión",76400,76,"Valle del Cauca",2004,9999.48017966231,9987.54431841087,NA,NA,92.4055656320686,NA,NA,NA,NA
"1864","Sotaquirá",15763,15,"Boyacá",2004,9998.61512883404,9997.72971765443,NA,NA,93.5713031088354,NA,NA,NA,NA
"1865","Garagoa",15299,15,"Boyacá",2004,9999.65567705037,9999.69392358683,NA,NA,93.6569699826723,NA,NA,NA,NA
"1866","Cartagena de Indias",13001,13,"Bolívar",2004,9989.03121016555,9997.2469812108,NA,NA,93.4465479861614,NA,NA,NA,NA
"1867","Chámeza",85015,85,"Casanare",2004,9997.61698968446,9987.42743736408,NA,NA,95.2606365122526,NA,NA,NA,NA
"1868","Carmen de Apicalá",73148,73,"Tolima",2004,9998.82261805008,9996.4723077859,NA,NA,95.2379951546954,NA,NA,NA,NA
"1869","San Martín",50689,50,"Meta",2004,9998.95443424304,9994.59286696101,NA,NA,94.8495555721897,NA,NA,NA,NA
"1870","Zipacón",25898,25,"Cundinamarca",2004,9994.55230692783,9996.95125726545,NA,NA,90.6304597734389,NA,NA,NA,NA
"1871","Regidor",13580,13,"Bolívar",2004,9998.78841669765,9997.88975097125,NA,NA,92.9626745165674,NA,NA,NA,NA
"1872","El Peñón",68250,68,"Santander",2004,9998.37611286003,9993.61694906887,NA,NA,93.3760363799758,NA,NA,NA,NA
"1873","Corrales",15215,15,"Boyacá",2004,9998.79459376345,9996.74368730522,NA,NA,92.5902266618388,NA,NA,NA,NA
"1874","La Peña",25398,25,"Cundinamarca",2004,9998.02842922978,9997.31168202655,NA,NA,90.538061160408,NA,NA,NA,NA
"1875","Beltrán",25086,25,"Cundinamarca",2004,9995.45062533412,9994.518877859,NA,NA,90.2200402081464,NA,NA,NA,NA
"1876","Buriticá",5113,5,"Antioquia",2004,9993.29623786154,9996.41877395928,NA,NA,93.5176867107368,NA,NA,NA,NA
"1877","Tuchín",23815,23,"Córdoba",2004,9998.93339176235,9997.98768151055,NA,NA,92.4558407351381,NA,NA,NA,NA
"1878","Jenesano",15367,15,"Boyacá",2004,9999.35500869769,9999.40674794692,NA,NA,91.3896940549794,NA,NA,NA,NA
"1879","Guayatá",15325,15,"Boyacá",2004,9999.30231608929,9997.09850273847,NA,NA,90.8870301462626,NA,NA,NA,NA
"1880","Palmar de Varela",8520,8,"Atlántico",2004,9992.34582687531,9996.5856154947,NA,NA,92.2101840555538,NA,NA,NA,NA
"1881","El Cocuy",15244,15,"Boyacá",2004,9999.22258237869,9999.27384101659,NA,NA,90.7915234443845,NA,NA,NA,NA
"1882","Margarita",13440,13,"Bolívar",2004,9998.0175679259,9998.25974261923,NA,NA,93.1504466204015,NA,NA,NA,NA
"1883","Sesquilé",25736,25,"Cundinamarca",2004,9991.45343542666,9998.67650485944,NA,NA,91.5067716626807,NA,NA,NA,NA
"1884","Sopetrán",5761,5,"Antioquia",2004,9997.09964193998,9993.63851286067,NA,NA,91.7957963930197,NA,NA,NA,NA
"1885","La Victoria",15401,15,"Boyacá",2004,9998.56301511025,9998.54525209695,NA,NA,91.8393014501337,NA,NA,NA,NA
"1886","Agustín Codazzi",20013,20,"Cesar",2004,9998.54854678932,9991.44658129223,NA,NA,95.1898663177011,NA,NA,NA,NA
"1887","Puerto Boyacá",15572,15,"Boyacá",2004,9999.68170826185,9997.18177727224,NA,NA,93.6842515230301,NA,NA,NA,NA
"1888","Gachetá",25297,25,"Cundinamarca",2004,9986.35956507466,9993.84181022503,NA,NA,90.5707709821306,NA,NA,NA,NA
"1889","Córdoba",13212,13,"Bolívar",2004,9999.15104952708,9997.60369269872,NA,NA,94.0058846651187,NA,NA,NA,NA
"1890","San Sebastián de Buenavista",47692,47,"Magdalena",2004,9999.53117677621,9997.15192233129,NA,NA,93.2772777932258,NA,NA,NA,NA
"1891","Belén de Umbría",66088,66,"Risaralda",2004,9998.20358781258,9987.90925493608,NA,NA,93.5668622216382,NA,NA,NA,NA
"1892","Valle de San José",68855,68,"Santander",2004,9996.66643957647,9997.44708807221,NA,NA,93.2274721095416,NA,NA,NA,NA
