"","municipality","code","DP","state","year","eb_ntp","eb_nmr","eb_ndvr","eb_npir","eb_nubr","nimr","Litr","nmpr","nmrpr"
"19986","Momil",23464,23,"Córdoba",1999,NA,NA,NA,NA,94.8605796814611,NA,NA,NA,NA
"19987","Acacías",50006,50,"Meta",1999,NA,NA,NA,NA,96.1638499123748,NA,NA,NA,NA
"19988","Necoclí",5490,5,"Antioquia",1999,NA,NA,NA,NA,92.6995703706529,NA,NA,NA,NA
"19989","Moñitos",23500,23,"Córdoba",1999,NA,NA,NA,NA,92.3424570582215,NA,NA,NA,NA
"19990","El Tablón de Gómez",52258,52,"Nariño",1999,NA,NA,NA,NA,93.7473905005358,NA,NA,NA,NA
"19991","Ciénaga de Oro",23189,23,"Córdoba",1999,NA,NA,NA,NA,93.6751867134325,NA,NA,NA,NA
"19992","Mapiripán",50325,50,"Meta",1999,NA,NA,NA,NA,95.0408965358799,NA,NA,NA,NA
"19993","Mompós",13468,13,"Bolívar",1999,NA,NA,NA,NA,91.7886885125635,NA,NA,NA,NA
"19994","Cucaita",15224,15,"Boyacá",1999,NA,NA,NA,NA,94.0009973108031,NA,NA,NA,NA
"19995","Lorica",23417,23,"Córdoba",1999,NA,NA,NA,NA,94.1503158514979,NA,NA,NA,NA
"19996","San José de Miranda",68684,68,"Santander",1999,NA,NA,NA,NA,93.6921555168769,NA,NA,NA,NA
"19997","Pesca",15542,15,"Boyacá",1999,NA,NA,NA,NA,92.2161681134494,NA,NA,NA,NA
"19998","Chachagüí",52240,52,"Nariño",1999,NA,NA,NA,NA,93.712405650696,NA,NA,NA,NA
"19999","Santa Lucía",8675,8,"Atlántico",1999,NA,NA,NA,NA,93.3711886440319,NA,NA,NA,NA
"20000","Líbano",73411,73,"Tolima",1999,NA,NA,NA,NA,95.5085765974898,NA,NA,NA,NA
"20001","Nunchía",85225,85,"Casanare",1999,NA,NA,NA,NA,95.8339991232098,NA,NA,NA,NA
"20002","Altos del Rosario",13030,13,"Bolívar",1999,NA,NA,NA,NA,93.0384021563111,NA,NA,NA,NA
"20003","Santa Bárbara",68705,68,"Santander",1999,NA,NA,NA,NA,94.4208405665102,NA,NA,NA,NA
"20004","Buenavista",23079,23,"Córdoba",1999,NA,NA,NA,NA,92.8065762059895,NA,NA,NA,NA
"20005","Ricaurte",52612,52,"Nariño",1999,NA,NA,NA,NA,94.3826177115321,NA,NA,NA,NA
"20006","La Guadalupe",94885,94,"Guainía",1999,NA,NA,NA,NA,93.3013645683426,NA,NA,NA,NA
"20007","Elías",41244,41,"Huila",1999,NA,NA,NA,NA,95.5383351432578,NA,NA,NA,NA
"20008","Policarpa",52540,52,"Nariño",1999,NA,NA,NA,NA,94.1169407232848,NA,NA,NA,NA
"20009","Gutiérrez",25339,25,"Cundinamarca",1999,NA,NA,NA,NA,89.6674092298976,NA,NA,NA,NA
"20010","San Zenón",47703,47,"Magdalena",1999,NA,NA,NA,NA,94.3012494585896,NA,NA,NA,NA
"20011","San Lorenzo",52687,52,"Nariño",1999,NA,NA,NA,NA,93.1630279246018,NA,NA,NA,NA
"20012","Belén",15087,15,"Boyacá",1999,NA,NA,NA,NA,92.8740879704955,NA,NA,NA,NA
"20013","Piendamó",19548,19,"Cauca",1999,NA,NA,NA,NA,93.6933219236346,NA,NA,NA,NA
"20014","Firavitoba",15272,15,"Boyacá",1999,NA,NA,NA,NA,92.8026046563961,NA,NA,NA,NA
"20015","Unguía",27800,27,"Chocó",1999,NA,NA,NA,NA,92.6777147316695,NA,NA,NA,NA
"20016","Pisba",15550,15,"Boyacá",1999,NA,NA,NA,NA,93.532853827821,NA,NA,NA,NA
"20017","San Luis de Palenque",85325,85,"Casanare",1999,NA,NA,NA,NA,96.2146755940225,NA,NA,NA,NA
"20018","San José del Fragua",18610,18,"Caquetá",1999,NA,NA,NA,NA,97.1040571177332,NA,NA,NA,NA
"20019","San Onofre",70713,70,"Sucre",1999,NA,NA,NA,NA,92.1370880158041,NA,NA,NA,NA
"20020","La Vega",25402,25,"Cundinamarca",1999,NA,NA,NA,NA,93.8638198948673,NA,NA,NA,NA
"20021","San Miguel",86757,86,"Putumayo",1999,NA,NA,NA,NA,98.3727526631343,NA,NA,NA,NA
"20022","San Juanito",50686,50,"Meta",1999,NA,NA,NA,NA,95.9045194698059,NA,NA,NA,NA
"20023","Nueva Granada",47460,47,"Magdalena",1999,NA,NA,NA,NA,94.4566436423554,NA,NA,NA,NA
"20024","Santa Rosa de Osos",5686,5,"Antioquia",1999,NA,NA,NA,NA,90.9501591926586,NA,NA,NA,NA
"20025","San Pedro los Milagros",5664,5,"Antioquia",1999,NA,NA,NA,NA,92.151938926704,NA,NA,NA,NA
"20026","San Vicente Ferrer",5674,5,"Antioquia",1999,NA,NA,NA,NA,92.8517972113489,NA,NA,NA,NA
"20027","Cravo Norte",81220,81,"Arauca",1999,NA,NA,NA,NA,95.5685461059777,NA,NA,NA,NA
"20028","La Sierra",19392,19,"Cauca",1999,NA,NA,NA,NA,96.2315673729856,NA,NA,NA,NA
"20029","San Cayetano",54673,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2726975832789,NA,NA,NA,NA
"20030","La Ceja",5376,5,"Antioquia",1999,NA,NA,NA,NA,91.7808553931351,NA,NA,NA,NA
"20031","La Merced",17388,17,"Caldas",1999,NA,NA,NA,NA,93.9734622358256,NA,NA,NA,NA
"20032","La Apartada",23350,23,"Córdoba",1999,NA,NA,NA,NA,93.5051416715644,NA,NA,NA,NA
"20033","Villa Caro",54871,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2726975832789,NA,NA,NA,NA
"20034","La Estrella",5380,5,"Antioquia",1999,NA,NA,NA,NA,91.5252030102233,NA,NA,NA,NA
"20035","San Juan del Cesar",44650,44,"La Guajira",1999,NA,NA,NA,NA,92.9996284913801,NA,NA,NA,NA
"20036","Sabana de Torres",68655,68,"Santander",1999,NA,NA,NA,NA,94.3770835505594,NA,NA,NA,NA
"20037","La Argentina",41378,41,"Huila",1999,NA,NA,NA,NA,96.0185511949506,NA,NA,NA,NA
"20038","La Victoria",91430,91,"Amazonas",1999,NA,NA,NA,NA,95.3697208070005,NA,NA,NA,NA
"20039","San Juan de Betulia",70702,70,"Sucre",1999,NA,NA,NA,NA,92.7870250225157,NA,NA,NA,NA
"20040","Buenos Aires",19110,19,"Cauca",1999,NA,NA,NA,NA,95.6528,NA,NA,NA,NA
"20041","Puerto Rico",50590,50,"Meta",1999,NA,NA,NA,NA,96.2556,NA,NA,NA,NA
"20042","Sabanas de San Ángel",47660,47,"Magdalena",1999,NA,NA,NA,NA,94.192,NA,NA,NA,NA
"20043","Buenavista",15109,15,"Boyacá",1999,NA,NA,NA,NA,93.6114,NA,NA,NA,NA
"20044","Guática",66318,66,"Risaralda",1999,NA,NA,NA,NA,93.9137,NA,NA,NA,NA
"20045","Páramo",68533,68,"Santander",1999,NA,NA,NA,NA,94.4743,NA,NA,NA,NA
"20046","Soracá",15764,15,"Boyacá",1999,NA,NA,NA,NA,93.3811,NA,NA,NA,NA
"20047","Covarachía",15218,15,"Boyacá",1999,NA,NA,NA,NA,93.4091,NA,NA,NA,NA
"20048","Chinú",23182,23,"Córdoba",1999,NA,NA,NA,NA,91.5134,NA,NA,NA,NA
"20049","Tuta",15837,15,"Boyacá",1999,NA,NA,NA,NA,94.0354,NA,NA,NA,NA
"20050","Patía",19532,19,"Cauca",1999,NA,NA,NA,NA,94.6412,NA,NA,NA,NA
"20051","Tarapacá",91798,91,"Amazonas",1999,NA,NA,NA,NA,95.5696,NA,NA,NA,NA
"20052","Miraflores",15455,15,"Boyacá",1999,NA,NA,NA,NA,94.1913,NA,NA,NA,NA
"20053","Arcabuco",15051,15,"Boyacá",1999,NA,NA,NA,NA,92.1078,NA,NA,NA,NA
"20054","Mitú",97001,97,"Vaupés",1999,NA,NA,NA,NA,95.8692,NA,NA,NA,NA
"20055","San Bernardo",52685,52,"Nariño",1999,NA,NA,NA,NA,93.4595,NA,NA,NA,NA
"20056","Chinchiná",17174,17,"Caldas",1999,NA,NA,NA,NA,95.5225,NA,NA,NA,NA
"20057","Ventaquemada",15861,15,"Boyacá",1999,NA,NA,NA,NA,95.0288,NA,NA,NA,NA
"20058","San Carlos",23678,23,"Córdoba",1999,NA,NA,NA,NA,94.1692,NA,NA,NA,NA
"20059","Briceño",15106,15,"Boyacá",1999,NA,NA,NA,NA,92.9031,NA,NA,NA,NA
"20060","Sabanagrande",8634,8,"Atlántico",1999,NA,NA,NA,NA,93.5266,NA,NA,NA,NA
"20061","Albán",52019,52,"Nariño",1999,NA,NA,NA,NA,94.1981,NA,NA,NA,NA
"20062","Puerto Leguízamo",86573,86,"Putumayo",1999,NA,NA,NA,NA,96.7023,NA,NA,NA,NA
"20063","Cumbitara",52233,52,"Nariño",1999,NA,NA,NA,NA,93.9065,NA,NA,NA,NA
"20064","Chía",25175,25,"Cundinamarca",1999,NA,NA,NA,NA,92.0002,NA,NA,NA,NA
"20065","San Jacinto",13654,13,"Bolívar",1999,NA,NA,NA,NA,93.8328,NA,NA,NA,NA
"20066","Cáchira",54128,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2727,NA,NA,NA,NA
"20067","Fusagasugá",25290,25,"Cundinamarca",1999,NA,NA,NA,NA,93.6753,NA,NA,NA,NA
"20068","Ebéjico",5240,5,"Antioquia",1999,NA,NA,NA,NA,91.6314,NA,NA,NA,NA
"20069","Albán",25019,25,"Cundinamarca",1999,NA,NA,NA,NA,93.7623,NA,NA,NA,NA
"20070","Pácora",17513,17,"Caldas",1999,NA,NA,NA,NA,93.4195,NA,NA,NA,NA
"20071","Güepsa",68327,68,"Santander",1999,NA,NA,NA,NA,94.752,NA,NA,NA,NA
"20072","Santa Rosa del Sur",13688,13,"Bolívar",1999,NA,NA,NA,NA,93.2448,NA,NA,NA,NA
"20073","Yolombó",5890,5,"Antioquia",1999,NA,NA,NA,NA,93.0389,NA,NA,NA,NA
"20074","Tota",15822,15,"Boyacá",1999,NA,NA,NA,NA,93.0298,NA,NA,NA,NA
"20075","San Sebastián de Mariquita",73443,73,"Tolima",1999,NA,NA,NA,NA,95.8599,NA,NA,NA,NA
"20076","Río de Oro",20614,20,"Cesar",1999,NA,NA,NA,NA,94.3325,NA,NA,NA,NA
"20077","Iza",15362,15,"Boyacá",1999,NA,NA,NA,NA,92.9944,NA,NA,NA,NA
"20078","Cubará",15223,15,"Boyacá",1999,NA,NA,NA,NA,94.1216,NA,NA,NA,NA
"20079","Toribío",19821,19,"Cauca",1999,NA,NA,NA,NA,96.4306,NA,NA,NA,NA
"20080","Villanueva",13873,13,"Bolívar",1999,NA,NA,NA,NA,92.1016,NA,NA,NA,NA
"20081","Funes",52287,52,"Nariño",1999,NA,NA,NA,NA,94.1168,NA,NA,NA,NA
"20082","Gachantivá",15293,15,"Boyacá",1999,NA,NA,NA,NA,92.9674,NA,NA,NA,NA
"20083","Panqueba",15522,15,"Boyacá",1999,NA,NA,NA,NA,93.1029,NA,NA,NA,NA
"20084","Córdoba",63212,63,"Quindio",1999,NA,NA,NA,NA,93.7277,NA,NA,NA,NA
"20085","San Felipe",94883,94,"Guainía",1999,NA,NA,NA,NA,95.9551,NA,NA,NA,NA
"20086","Nariño",25483,25,"Cundinamarca",1999,NA,NA,NA,NA,92.184,NA,NA,NA,NA
"20087","Alejandría",5021,5,"Antioquia",1999,NA,NA,NA,NA,92.6736,NA,NA,NA,NA
"20088","Cajicá",25126,25,"Cundinamarca",1999,NA,NA,NA,NA,92.5142,NA,NA,NA,NA
"20089","El Charco",52250,52,"Nariño",1999,NA,NA,NA,NA,94.0285,NA,NA,NA,NA
"20090","Ciénaga",47189,47,"Magdalena",1999,NA,NA,NA,NA,94.1498,NA,NA,NA,NA
"20091","Landázuri",68385,68,"Santander",1999,NA,NA,NA,NA,94.4827,NA,NA,NA,NA
"20092","Orocué",85230,85,"Casanare",1999,NA,NA,NA,NA,95.4946,NA,NA,NA,NA
"20093","Almeida",15022,15,"Boyacá",1999,NA,NA,NA,NA,92.6334,NA,NA,NA,NA
"20094","Colón",86219,86,"Putumayo",1999,NA,NA,NA,NA,95.6073,NA,NA,NA,NA
"20095","La Calera",25377,25,"Cundinamarca",1999,NA,NA,NA,NA,90.4482,NA,NA,NA,NA
"20096","Guadalajara de Buga",76111,76,"Valle del Cauca",1999,NA,NA,NA,NA,94.2579,NA,NA,NA,NA
"20097","La Paz",20621,20,"Cesar",1999,NA,NA,NA,NA,95.2003,NA,NA,NA,NA
"20098","San Luis de Cubarral",50223,50,"Meta",1999,NA,NA,NA,NA,95.9239,NA,NA,NA,NA
"20099","Puerto Lleras",50577,50,"Meta",1999,NA,NA,NA,NA,95.3971,NA,NA,NA,NA
"20100","Valle del Guamuez",86865,86,"Putumayo",1999,NA,NA,NA,NA,95.6022,NA,NA,NA,NA
"20101","Fuente de Oro",50287,50,"Meta",1999,NA,NA,NA,NA,95.8311,NA,NA,NA,NA
"20102","Palmas del Socorro",68524,68,"Santander",1999,NA,NA,NA,NA,94.308,NA,NA,NA,NA
"20103","San Juan de Arama",50683,50,"Meta",1999,NA,NA,NA,NA,94.0567,NA,NA,NA,NA
"20104","San Diego",20750,20,"Cesar",1999,NA,NA,NA,NA,95.1135,NA,NA,NA,NA
"20105","Los Patios",54405,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2727,NA,NA,NA,NA
"20106","San Miguel",68686,68,"Santander",1999,NA,NA,NA,NA,94.0518,NA,NA,NA,NA
"20107","San Carlos de Guaroa",50680,50,"Meta",1999,NA,NA,NA,NA,95.4839,NA,NA,NA,NA
"20108","Villa del Rosario",54874,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2727,NA,NA,NA,NA
"20109","Paz de Ariporo",85250,85,"Casanare",1999,NA,NA,NA,NA,96.9532,NA,NA,NA,NA
"20110","El Dorado",50270,50,"Meta",1999,NA,NA,NA,NA,95.5576,NA,NA,NA,NA
"20111","El Banco",47245,47,"Magdalena",1999,NA,NA,NA,NA,94.5895,NA,NA,NA,NA
"20112","El Carmen",54245,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2727,NA,NA,NA,NA
"20113","El Tambo",19256,19,"Cauca",1999,NA,NA,NA,NA,94.9641,NA,NA,NA,NA
"20114","El Roble",70233,70,"Sucre",1999,NA,NA,NA,NA,92.9072,NA,NA,NA,NA
"20115","El Tarra",54250,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2727,NA,NA,NA,NA
"20116","El Carmen de Viboral",5148,5,"Antioquia",1999,NA,NA,NA,NA,93.0812,NA,NA,NA,NA
"20117","El Guacamayo",68245,68,"Santander",1999,NA,NA,NA,NA,94.4518,NA,NA,NA,NA
"20118","El Cairo",76246,76,"Valle del Cauca",1999,NA,NA,NA,NA,93.1387,NA,NA,NA,NA
"20119","El Retorno",95025,95,"Guaviare",1999,NA,NA,NA,NA,94.5004,NA,NA,NA,NA
"20120","El Molino",44110,44,"La Guajira",1999,NA,NA,NA,NA,93.6348,NA,NA,NA,NA
"20121","El Zulia",54261,54,"Norte de Santander",1999,NA,NA,NA,NA,95.2727,NA,NA,NA,NA
"20122","El Bagre",5250,5,"Antioquia",1999,NA,NA,NA,NA,92.6973,NA,NA,NA,NA
"20123","El Santuario",5697,5,"Antioquia",1999,NA,NA,NA,NA,92.9241,NA,NA,NA,NA
"20124","El Calvario",50245,50,"Meta",1999,NA,NA,NA,NA,95.3963,NA,NA,NA,NA
"20125","El Encanto",91263,91,"Amazonas",1999,NA,NA,NA,NA,95.5696,NA,NA,NA,NA
"20126","El Colegio",25245,25,"Cundinamarca",1999,NA,NA,NA,NA,95.4114,NA,NA,NA,NA
"20127","El Copey",20238,20,"Cesar",1999,NA,NA,NA,NA,94.8474,NA,NA,NA,NA
"20128","El Castillo",50251,50,"Meta",1999,NA,NA,NA,NA,95.9098,NA,NA,NA,NA
"20129","El Rosal",25260,25,"Cundinamarca",1999,NA,NA,NA,NA,92.1168,NA,NA,NA,NA
"20130","Agua de Dios",25001,25,"Cundinamarca",1999,NA,NA,NA,NA,92.8274,NA,NA,NA,NA
"20131","El Dovio",76250,76,"Valle del Cauca",1999,NA,NA,NA,NA,94.1099,NA,NA,NA,NA
"20132","El Cerrito",76248,76,"Valle del Cauca",1999,NA,NA,NA,NA,93.0373,NA,NA,NA,NA
"20133","El Paso",20250,20,"Cesar",1999,NA,NA,NA,NA,94.9045,NA,NA,NA,NA
"20134","Guateque",15322,15,"Boyacá",1999,NA,NA,NA,NA,93.557,NA,NA,NA,NA
"20135","Briceño",5107,5,"Antioquia",1999,NA,NA,NA,NA,92.5002,NA,NA,NA,NA
"20136","Magüí",52427,52,"Nariño",1999,NA,NA,NA,NA,94.0635,NA,NA,NA,NA
"20137","San José del Palmar",27660,27,"Chocó",1999,NA,NA,NA,NA,92.3771,NA,NA,NA,NA
"20138","Ospina",52506,52,"Nariño",1999,NA,NA,NA,NA,93.6096,NA,NA,NA,NA
"20139","Vianí",25867,25,"Cundinamarca",1999,NA,NA,NA,NA,93.6693,NA,NA,NA,NA
"20140","San Martín",20770,20,"Cesar",1999,NA,NA,NA,NA,94.9396,NA,NA,NA,NA
"20141","El Guamo",13248,13,"Bolívar",1999,NA,NA,NA,NA,92.7209,NA,NA,NA,NA
"20142","Gómez Plata",5310,5,"Antioquia",1999,NA,NA,NA,NA,92.4379,NA,NA,NA,NA
"20143","Barranco Minas",94343,94,"Guainía",1999,NA,NA,NA,NA,95.9551,NA,NA,NA,NA
"20144","Puerto López",50573,50,"Meta",1999,NA,NA,NA,NA,95.9547,NA,NA,NA,NA
"20145","Ráquira",15600,15,"Boyacá",1999,NA,NA,NA,NA,94.6813,NA,NA,NA,NA
"20146","San Martín de Loba",13667,13,"Bolívar",1999,NA,NA,NA,NA,92.794,NA,NA,NA,NA
"20147","Cacahual",94886,94,"Guainía",1999,NA,NA,NA,NA,95.3777,NA,NA,NA,NA
"20148","Guachucal",52317,52,"Nariño",1999,NA,NA,NA,NA,94.1321,NA,NA,NA,NA
"20149","Galán",68296,68,"Santander",1999,NA,NA,NA,NA,94.1955,NA,NA,NA,NA
"20150","Bolívar",19100,19,"Cauca",1999,NA,NA,NA,NA,93.3801,NA,NA,NA,NA
"20151","Campohermoso",15135,15,"Boyacá",1999,NA,NA,NA,NA,93.4532,NA,NA,NA,NA
"20152","El Peñón",13268,13,"Bolívar",1999,NA,NA,NA,NA,93.5024,NA,NA,NA,NA
"20153","Somondoco",15761,15,"Boyacá",1999,NA,NA,NA,NA,92.9629,NA,NA,NA,NA
"20154","Santa Rosa",13683,13,"Bolívar",1999,NA,NA,NA,NA,93.8068,NA,NA,NA,NA
"20155","Guapí",19318,19,"Cauca",1999,NA,NA,NA,NA,95.359,NA,NA,NA,NA
"20156","Nemocón",25486,25,"Cundinamarca",1999,NA,NA,NA,NA,92.6119,NA,NA,NA,NA
"20157","Valparaíso",5856,5,"Antioquia",1999,NA,NA,NA,NA,92.6807,NA,NA,NA,NA
"20158","Condoto",27205,27,"Chocó",1999,NA,NA,NA,NA,91.5086,NA,NA,NA,NA
"20159","Aquitania",15047,15,"Boyacá",1999,NA,NA,NA,NA,93.6372,NA,NA,NA,NA
"20160","Armero",73055,73,"Tolima",1999,NA,NA,NA,NA,94.8128,NA,NA,NA,NA
"20161","Abejorral",5002,5,"Antioquia",2000,NA,NA,NA,NA,92.0520214150183,NA,NA,NA,NA
"20162","Acevedo",41006,41,"Huila",2000,NA,NA,NA,NA,96.1316870489283,NA,NA,NA,NA
"20163","Agrado",41013,41,"Huila",2000,NA,NA,NA,NA,95.5664209614196,NA,NA,NA,NA
"20164","El Águila",76243,76,"Valle del Cauca",2000,NA,NA,NA,NA,92.9649186048099,NA,NA,NA,NA
"20165","Aguachica",20011,20,"Cesar",2000,NA,NA,NA,NA,94.4610679443827,NA,NA,NA,NA
"20166","Aguada",68013,68,"Santander",2000,NA,NA,NA,NA,93.500562817146,NA,NA,NA,NA
"20167","Aguadas",17013,17,"Caldas",2000,NA,NA,NA,NA,92.3678340988181,NA,NA,NA,NA
"20168","Aguazul",85010,85,"Casanare",2000,NA,NA,NA,NA,95.0235725510739,NA,NA,NA,NA
"20169","Sativanorte",15720,15,"Boyacá",2000,NA,NA,NA,NA,92.4324401570727,NA,NA,NA,NA
"20170","Aipe",41016,41,"Huila",2000,NA,NA,NA,NA,95.8099206681618,NA,NA,NA,NA
"20171","Albania",44035,44,"La Guajira",2000,NA,NA,NA,NA,93.6939885963044,NA,NA,NA,NA
"20172","Albania",68020,68,"Santander",2000,NA,NA,NA,NA,93.4961714475813,NA,NA,NA,NA
"20173","Algarrobo",47030,47,"Magdalena",2000,NA,NA,NA,NA,93.4661113826533,NA,NA,NA,NA
"20174","Algeciras",41020,41,"Huila",2000,NA,NA,NA,NA,95.1604247598486,NA,NA,NA,NA
"20175","Almaguer",19022,19,"Cauca",2000,NA,NA,NA,NA,93.5171541894417,NA,NA,NA,NA
"20176","Alpujarra",73024,73,"Tolima",2000,NA,NA,NA,NA,94.4976868543327,NA,NA,NA,NA
"20177","Altamira",41026,41,"Huila",2000,NA,NA,NA,NA,94.8273222724387,NA,NA,NA,NA
"20178","San Pedro de Urabá",5665,5,"Antioquia",2000,NA,NA,NA,NA,92.8482233650763,NA,NA,NA,NA
"20179","Tangua",52788,52,"Nariño",2000,NA,NA,NA,NA,92.7369961454132,NA,NA,NA,NA
"20180","Alvarado",73026,73,"Tolima",2000,NA,NA,NA,NA,94.7376669678544,NA,NA,NA,NA
"20181","Amalfi",5031,5,"Antioquia",2000,NA,NA,NA,NA,91.8558005718487,NA,NA,NA,NA
"20182","Ambalema",73030,73,"Tolima",2000,NA,NA,NA,NA,95.2362895645887,NA,NA,NA,NA
"20183","Anapoima",25035,25,"Cundinamarca",2000,NA,NA,NA,NA,93.4072216898665,NA,NA,NA,NA
"20184","Andes",5034,5,"Antioquia",2000,NA,NA,NA,NA,91.4676638650983,NA,NA,NA,NA
"20185","Angostura",5038,5,"Antioquia",2000,NA,NA,NA,NA,92.3394971498112,NA,NA,NA,NA
"20186","Anolaima",25040,25,"Cundinamarca",2000,NA,NA,NA,NA,92.6788691898908,NA,NA,NA,NA
"20187","Anserma",17042,17,"Caldas",2000,NA,NA,NA,NA,94.4571133587022,NA,NA,NA,NA
"20188","Ansermanuevo",76041,76,"Valle del Cauca",2000,NA,NA,NA,NA,92.6895478195406,NA,NA,NA,NA
"20189","Apulo",25599,25,"Cundinamarca",2000,NA,NA,NA,NA,92.7076130450815,NA,NA,NA,NA
"20190","Aracataca",47053,47,"Magdalena",2000,NA,NA,NA,NA,93.732487835058,NA,NA,NA,NA
"20191","Aranzazu",17050,17,"Caldas",2000,NA,NA,NA,NA,96.0686109901937,NA,NA,NA,NA
"20192","Aratoca",68051,68,"Santander",2000,NA,NA,NA,NA,94.2624053050483,NA,NA,NA,NA
"20193","Arauca",81001,81,"Arauca",2000,NA,NA,NA,NA,94.1588102204342,NA,NA,NA,NA
"20194","Arauquita",81065,81,"Arauca",2000,NA,NA,NA,NA,96.1769613478031,NA,NA,NA,NA
"20195","Arboledas",54051,54,"Norte de Santander",2000,NA,NA,NA,NA,95.1508096974398,NA,NA,NA,NA
"20196","Arboletes",5051,5,"Antioquia",2000,NA,NA,NA,NA,93.7319563535371,NA,NA,NA,NA
"20197","Argelia",5055,5,"Antioquia",2000,NA,NA,NA,NA,93.2932950728012,NA,NA,NA,NA
"20198","Argelia",19050,19,"Cauca",2000,NA,NA,NA,NA,95.0170724118269,NA,NA,NA,NA
"20199","Argelia",76054,76,"Valle del Cauca",2000,NA,NA,NA,NA,92.7026205123067,NA,NA,NA,NA
"20200","Armenia",5059,5,"Antioquia",2000,NA,NA,NA,NA,91.6445017012874,NA,NA,NA,NA
"20201","Armenia",63001,63,"Quindio",2000,NA,NA,NA,NA,93.0736625334809,NA,NA,NA,NA
"20202","Mallama",52435,52,"Nariño",2000,NA,NA,NA,NA,94.4498071581733,NA,NA,NA,NA
"20203","Astrea",20032,20,"Cesar",2000,NA,NA,NA,NA,94.2553040560274,NA,NA,NA,NA
"20204","Ataco",73067,73,"Tolima",2000,NA,NA,NA,NA,95.3984804120324,NA,NA,NA,NA
"20205","Tadó",27787,27,"Chocó",2000,NA,NA,NA,NA,91.01983641678,NA,NA,NA,NA
"20206","Socotá",15755,15,"Boyacá",2000,NA,NA,NA,NA,92.0913358398331,NA,NA,NA,NA
"20207","Balboa",19075,19,"Cauca",2000,NA,NA,NA,NA,92.2614294071744,NA,NA,NA,NA
"20208","Balboa",66075,66,"Risaralda",2000,NA,NA,NA,NA,93.4730158730159,NA,NA,NA,NA
"20209","Baraya",41078,41,"Huila",2000,NA,NA,NA,NA,95.7617310165844,NA,NA,NA,NA
"20210","Santa María",15690,15,"Boyacá",2000,NA,NA,NA,NA,93.1082986418854,NA,NA,NA,NA
"20211","Morelia",18479,18,"Caquetá",2000,NA,NA,NA,NA,95.0863273346209,NA,NA,NA,NA
"20212","El Paujíl",18256,18,"Caquetá",2000,NA,NA,NA,NA,95.2312029033812,NA,NA,NA,NA
"20213","Boavita",15097,15,"Boyacá",2000,NA,NA,NA,NA,93.0135835497778,NA,NA,NA,NA
"20214","Boyacá",15104,15,"Boyacá",2000,NA,NA,NA,NA,93.0546115762488,NA,NA,NA,NA
"20215","Sora",15762,15,"Boyacá",2000,NA,NA,NA,NA,92.7507825726463,NA,NA,NA,NA
"20216","Sutamarchán",15776,15,"Boyacá",2000,NA,NA,NA,NA,91.9673829960091,NA,NA,NA,NA
"20217","Santa Bárbara de Pinto",47720,47,"Magdalena",2000,NA,NA,NA,NA,93.7435744937452,NA,NA,NA,NA
"20218","San Jacinto del Cauca",13655,13,"Bolívar",2000,NA,NA,NA,NA,93.1025365772971,NA,NA,NA,NA
"20219","Gámeza",15296,15,"Boyacá",2000,NA,NA,NA,NA,91.4600201820439,NA,NA,NA,NA
"20220","Sipí",27745,27,"Chocó",2000,NA,NA,NA,NA,91.1081571655166,NA,NA,NA,NA
"20221","Villamaría",17873,17,"Caldas",2000,NA,NA,NA,NA,92.6371594141,NA,NA,NA,NA
"20222","San José la Montaña",5658,5,"Antioquia",2000,NA,NA,NA,NA,92.9888763641951,NA,NA,NA,NA
"20223","Solano",18756,18,"Caquetá",2000,NA,NA,NA,NA,95.4010758488848,NA,NA,NA,NA
"20224","San Andrés de Cuerquía",5647,5,"Antioquia",2000,NA,NA,NA,NA,91.9904909973939,NA,NA,NA,NA
"20225","Manaure Balcón del Cesar",20443,20,"Cesar",2000,NA,NA,NA,NA,94.442845981419,NA,NA,NA,NA
"20226","Belalcázar",17088,17,"Caldas",2000,NA,NA,NA,NA,94.0009202741565,NA,NA,NA,NA
"20227","Córdoba",52215,52,"Nariño",2000,NA,NA,NA,NA,91.7075583984864,NA,NA,NA,NA
"20228","Albania",18029,18,"Caquetá",2000,NA,NA,NA,NA,95.2600534861324,NA,NA,NA,NA
"20229","Sampués",70670,70,"Sucre",2000,NA,NA,NA,NA,92.9245860252103,NA,NA,NA,NA
"20230","El Retén",47268,47,"Magdalena",2000,NA,NA,NA,NA,94.0673060893808,NA,NA,NA,NA
"20231","San José de Uré",23682,23,"Córdoba",2000,NA,NA,NA,NA,93.5152416208648,NA,NA,NA,NA
"20232","López de Micay",19418,19,"Cauca",2000,NA,NA,NA,NA,93.6178129005585,NA,NA,NA,NA
"20233","Tibú",54810,54,"Norte de Santander",2000,NA,NA,NA,NA,95.4373927529357,NA,NA,NA,NA
"20234","Páez",15514,15,"Boyacá",2000,NA,NA,NA,NA,93.6893796825202,NA,NA,NA,NA
"20235","Magangué",13430,13,"Bolívar",2000,NA,NA,NA,NA,91.4390972150446,NA,NA,NA,NA
